theme,prompt,done
画面の端から無言のひょっこり,"P1: ACTION/PROPS=""man in suit peeking with binoculars"" | TEXT=""遠くから見てます"" P2: ACTION/PROPS=""man in suit peeking while holding a magnifier"" | TEXT=""細部までチェック"" P3: ACTION/PROPS=""man in suit peeking with a periscope"" | TEXT=""水中から失礼"" P4: ACTION/PROPS=""man in suit peeking through a heart-shaped hole"" | TEXT=""愛の視線"" P5: ACTION/PROPS=""man in suit peeking from a digital frame"" | TEXT=""画像だと思った？"" P6: ACTION/PROPS=""man in suit peeking from behind a giant fan"" | TEXT=""風と共に"" P7: ACTION/PROPS=""man in suit peeking with night vision goggles"" | TEXT=""暗闇でもバッチリ"" P8: ACTION/PROPS=""man in suit peeking from behind a smartphone"" | TEXT=""ここにいますよ"" P9: ACTION/PROPS=""man in suit peeking while hanging from a rope"" | TEXT=""上空からひょっこり""",
画面の端から無言のひょっこり,"P1: ACTION/PROPS=""man in suit peeking from a cloud"" | TEXT=""お空から見てます"" P2: ACTION/PROPS=""man in suit peeking from behind a moon"" | TEXT=""良い夜を"" P3: ACTION/PROPS=""man in suit peeking from a star"" | TEXT=""願い事かなえようか"" P4: ACTION/PROPS=""man in suit peeking from a rainbow edge"" | TEXT=""幸運の予感"" P5: ACTION/PROPS=""man in suit peeking from behind a sun"" | TEXT=""眩しいですが"" P6: ACTION/PROPS=""man in suit peeking from a lightning bolt"" | TEXT=""電撃的に参上"" P7: ACTION/PROPS=""man in suit peeking from a raindrop"" | TEXT=""しっとりと"" P8: ACTION/PROPS=""man in suit peeking from a snow pile"" | TEXT=""ひんやりひょっこり"" P9: ACTION/PROPS=""man in suit peeking from a tornado"" | TEXT=""嵐を呼ぶおじさん""",
画面の端から無言のひょっこり,"P1: ACTION/PROPS=""man in suit peeking from a gift box"" | TEXT=""サプライズ！"" P2: ACTION/PROPS=""man in suit peeking from a shopping bag"" | TEXT=""買っちゃった？"" P3: ACTION/PROPS=""man in suit peeking from a backpack"" | TEXT=""お供します"" P4: ACTION/PROPS=""man in suit peeking from a pocket"" | TEXT=""ポッケの中に"" P5: ACTION/PROPS=""man in suit peeking from a shoe"" | TEXT=""サイズ合います？"" P6: ACTION/PROPS=""man in suit peeking from a hat"" | TEXT=""手品かな？"" P7: ACTION/PROPS=""man in suit peeking from a guitar hole"" | TEXT=""良い音色"" P8: ACTION/PROPS=""man in suit peeking from a soccer ball"" | TEXT=""ナイスゴール"" P9: ACTION/PROPS=""man in suit peeking from a trophy cup"" | TEXT=""おめでとうございます！""",
画面の端から無言のひょっこり,"P1: ACTION/PROPS=""man in suit peeking with suspicious eyes"" | TEXT=""怪しい…"" P2: ACTION/PROPS=""man in suit peeking with sparkling eyes"" | TEXT=""期待に満ちて"" P3: ACTION/PROPS=""man in suit peeking with watery eyes"" | TEXT=""見捨てないで"" P4: ACTION/PROPS=""man in suit peeking while eating ramen"" | TEXT=""もぐもぐ…"" P5: ACTION/PROPS=""man in suit peeking while holding a sign saying ""WAITING"""" | TEXT=""返信待ち"" P6: ACTION/PROPS=""man in suit peeking while yawning"" | TEXT=""まだ起きてます"" P7: ACTION/PROPS=""man in suit peeking while blinking rapidly"" | TEXT=""現実かな？"" P8: ACTION/PROPS=""man in suit peeking with a thumbs up"" | TEXT=""いいぞ"" P9: ACTION/PROPS=""man in suit peeking with a scary mask"" | TEXT=""わっ！""",
虚無の表情でどこでも寝落ち,"P1: ACTION/PROPS=""man in suit sleeping while standing"" | TEXT=""限界です"" P2: ACTION/PROPS=""man in suit sleeping on a busy train"" | TEXT=""座らせて…"" P3: ACTION/PROPS=""man in suit face down on a desk"" | TEXT=""力尽きました"" P4: ACTION/PROPS=""man in suit sleeping with open eyes"" | TEXT=""虚無の世界"" P5: ACTION/PROPS=""man in suit sleeping on a park bench"" | TEXT=""家が遠い…"" P6: ACTION/PROPS=""man in suit sleeping during a meeting"" | TEXT=""寝てません、考えてます"" P7: ACTION/PROPS=""man in suit sleeping in a bathtub"" | TEXT=""危ないですよ"" P8: ACTION/PROPS=""man in suit sleeping while walking"" | TEXT=""無意識の行進"" P9: ACTION/PROPS=""man in suit sleeping on a pile of papers"" | TEXT=""おやすみなさい""",
虚無の表情でどこでも寝落ち,"P1: ACTION/PROPS=""man in suit sleeping while eating ramen"" | TEXT=""麺を啜りながら…"" P2: ACTION/PROPS=""man in suit sleeping on a treadmill"" | TEXT=""運動後の燃え尽き"" P3: ACTION/PROPS=""man in suit sleeping in a shopping cart"" | TEXT=""誰か運んで"" P4: ACTION/PROPS=""man in suit sleeping while holding a phone"" | TEXT=""寝落ち通話（無言）"" P5: ACTION/PROPS=""man in suit sleeping on a library floor"" | TEXT=""知の海で入眠"" P6: ACTION/PROPS=""man in suit sleeping while typing"" | TEXT=""あいうえおやすみ"" P7: ACTION/PROPS=""man in suit sleeping during a movie"" | TEXT=""エンドロールまで待てない"" P8: ACTION/PROPS=""man in suit sleeping on a ladder"" | TEXT=""到達する前の休息"" P9: ACTION/PROPS=""man in suit sleeping while holding a coffee cup"" | TEXT=""カフェイン負け""",
虚無の表情でどこでも寝落ち,"P1: ACTION/PROPS=""man in suit sleeping with a bubble from nose"" | TEXT=""熟睡中"" P2: ACTION/PROPS=""man in suit sleeping while sitting on a toilet"" | TEXT=""深い瞑想（寝落ち）"" P3: ACTION/PROPS=""man in suit sleeping on a vibrating massage chair"" | TEXT=""揺られながら…"" P4: ACTION/PROPS=""man in suit sleeping while standing in a queue"" | TEXT=""順番が来たら起こして"" P5: ACTION/PROPS=""man in suit sleeping on a yoga mat"" | TEXT=""究極のリラックス"" P6: ACTION/PROPS=""man in suit sleeping while looking at a sunset"" | TEXT=""黄金の眠り"" P7: ACTION/PROPS=""man in suit sleeping on top of a car"" | TEXT=""風を感じて（停車中）"" P8: ACTION/PROPS=""man in suit sleeping while holding a giant bear"" | TEXT=""癒やしが必要"" P9: ACTION/PROPS=""man in suit sleeping with a tiny blanket"" | TEXT=""寒さに負けない心""",
虚無の表情でどこでも寝落ち,"P1: ACTION/PROPS=""man in suit sleeping on a luggage carousel"" | TEXT=""流されていく人生"" P2: ACTION/PROPS=""man in suit sleeping while doing a handstand"" | TEXT=""バランスを保ったまま入眠"" P3: ACTION/PROPS=""man in suit sleeping inside a cardboard box"" | TEXT=""狭いところが落ち着く"" P4: ACTION/PROPS=""man in suit sleeping with a smiling face"" | TEXT=""良い夢見てます"" P5: ACTION/PROPS=""man in suit sleeping and snoring visibly"" | TEXT=""爆睡宣言"" P6: ACTION/PROPS=""man in suit sleeping while holding an umbrella"" | TEXT=""雨音を子守唄に"" P7: ACTION/PROPS=""man in suit sleeping on a staircase"" | TEXT=""一休みが長すぎた"" P8: ACTION/PROPS=""man in suit sleeping during a live concert"" | TEXT=""爆音の中でも安らぎ"" P9: ACTION/PROPS=""man in suit sleeping with an open book on face"" | TEXT=""活字の誘惑""",
虚無の表情でどこでも寝落ち,"P1: ACTION/PROPS=""man in suit sleeping on a floating leaf"" | TEXT=""自然と同化"" P2: ACTION/PROPS=""man in suit sleeping while balancing on a ball"" | TEXT=""神業の寝落ち"" P3: ACTION/PROPS=""man in suit sleeping with a light bulb above head"" | TEXT=""閃きながら眠る"" P4: ACTION/PROPS=""man in suit sleeping while being carried by birds"" | TEXT=""空の旅路へ"" P5: ACTION/PROPS=""man in suit sleeping on a giant hamburger"" | TEXT=""夢の中も満腹"" P6: ACTION/PROPS=""man in suit sleeping while hugging a clock"" | TEXT=""時を止めて"" P7: ACTION/PROPS=""man in suit sleeping inside a giant bubble"" | TEXT=""夢の膜に包まれて"" P8: ACTION/PROPS=""man in suit sleeping on a field of flowers"" | TEXT=""雅な眠り"" P9: ACTION/PROPS=""man in suit sleeping while holding a ""DO NOT DISTURB"" sign"" | TEXT=""お静かに…""",
虚無の表情でどこでも寝落ち,"P1: ACTION/PROPS=""man in suit sleeping in an empty stadium"" | TEXT=""孤独な休息"" P2: ACTION/PROPS=""man in suit sleeping while the sun is already high"" | TEXT=""朝に弱すぎる"" P3: ACTION/PROPS=""man in suit sleeping with a cat on his back"" | TEXT=""重みが心地よい"" P4: ACTION/PROPS=""man in suit sleeping while doing ""peace"" sign"" | TEXT=""平和に入眠"" P5: ACTION/PROPS=""man in suit sleeping on a pile of money"" | TEXT=""欲望の果ての眠り"" P6: ACTION/PROPS=""man in suit sleeping while waiting for a download"" | TEXT=""進まない時間"" P7: ACTION/PROPS=""man in suit sleeping with one eye slightly open"" | TEXT=""見張ってます（寝てます）"" P8: ACTION/PROPS=""man in suit sleeping on a surfboard"" | TEXT=""波のリズムで"" P9: ACTION/PROPS=""man in suit sleeping while holding a microphone"" | TEXT=""最期の言葉は「おやすみ」""",
